Codes,Returns,KODEX's Returns at same time,S&P's Return
0,0.02,0.02,0.46
0,0.11,0.11,0.38
0,-0.44,-0.44,-0.05
0,-1.72,-1.72,-0.01
0,0.32,0.32,0.35
0,-0.5,-0.5,-1.11
0,-0.67,-0.67,-0.78
0,-0.24,-0.24,0.51
0,1.17,1.17,0.48
0,0.45,0.45,0.5
0,0.5,0.5,-0.08
0,0.39,0.39,-0.12
0,1.82,1.82,0.42
0,1.56,1.56,1.04
0,-0.03,-0.03,0.03
0,1.38,1.38,0.51
0,-0.02,-0.02,-0.31
0,0.1,0.1,0.21
0,0.22,0.22,0.31
0,-0.02,-0.02,0.54
0,-0.64,-0.64,0.05
0,0.41,0.41,0.09
0,1.46,1.46,0.58
0,-0.35,-0.35,-0.18
0,-1.06,-1.06,-0.08
0,-0.02,-0.02,-0.28
0,-0.76,-0.76,-0.29
0,1.01,1.01,0.77
0,-0.64,-0.64,-0.59
0,1.67,1.67,1.18
0,0.82,0.82,0.57
0,1.03,1.03,-0.32
0,0.48,0.48,0.46
0,-0.59,-0.59,-0.23
0,1.02,1.02,0.52
0,0.23,0.23,0.61
0,0.75,0.75,0.21
0,-1.11,-1.11,-0.4
0,1.32,1.32,0.66
0,-1.31,-1.31,-0.64
0,-3.04,-3.04,-1.62
0,0.34,0.34,0.81
0,-1.88,-1.88,-0.97
0,-1.06,-1.06,1.07
0,0.1,0.1,-1.39
0,1.71,1.71,0.82
0,0.49,0.49,0.74
0,2.98,2.98,1.84
0,-0.84,-0.84,-0.24
0,-0.53,-0.53,-0.51
0,0.97,0.97,0.99
0,0.83,0.83,0.09
0,-0.25,-0.25,-0.05
0,0.61,0.61,0.43
0,-0.08,-0.08,0.28
0,-1.58,-1.58,-0.58
0,0.18,0.18,0.25
0,-0.51,-0.51,0.25
0,-1.43,-1.43,-1
0,-3.77,-3.77,-1.76
0,1.11,1.11,-1.05
0,-1.46,-1.46,-3.57
0,-1.04,-1.04,-2.36
0,-3.22,-3.22,-5.37
0,0.96,0.96,2.1
0,0.46,0.46,2.86
0,2.27,2.27,-0.48
0,0.89,0.89,1.94
0,-2,-2,-3.46
0,-4.21,-4.21,-5.89
0,0.56,0.56,0.77
0,-2.98,-2.98,-1.67
0,-3.36,-3.36,-5.88
0,-2.58,-2.58,-4.2
0,-3.63,-3.63,0.78
0,-2.24,-2.24,-1.18
0,-5.5,-5.5,-4.64
0,-7.33,-7.33,-1.45
0,7.68,7.68,2.56
0,-5.87,-5.87,-8.62
0,9.29,9.29,5.33
0,5.73,5.73,4.36
0,-1.94,-1.94,0.42
0,2.41,2.41,6.28
0,-0.59,-0.59,-2.34
0,1.77,1.77,3.3
0,-4.69,-4.69,-5.35
0,3.07,3.07,0.21
0,-0.25,-0.25,-0.16
0,3.98,3.98,4.01
0,1.57,1.57,3.66
0,-1.46,-1.46,-1.83
0,1.59,1.59,4.21
0,0.84,0.84,1.97
0,-1.71,-1.71,-1.69
0,1.74,1.74,1.66
0,0,0,-0.23
0,3.04,3.04,2.82
0,-1.2,-1.2,-0.27
0,-1.11,-1.11,-1.89
0,0.87,0.87,-1.58
0,0.98,0.98,1.34
0,-1.49,-1.49,-1.09
0,1.99,1.99,3.01
0,0.61,0.61,0.42
0,0.66,0.66,0.92
0,-3.04,-3.04,-3.15
0,1.86,1.86,2.72
0,-0.24,-0.24,-0.63
0,0.86,0.86,1.99
0,-0.72,-0.72,0.72
0,-0.71,-0.71,-1.14
0,1.15,1.15,-1.36
0,-1.06,-1.06,-2.18
0,0.24,0.24,1.7
0,0.65,0.65,1.28
0,2.58,2.58,2.43
0,0.23,0.23,-0.87
1,0.28,0.02,0.43
1,-0.51,0.21,0.06
1,0.09,-0.7,-0.11
1,0.6,0.43,-0.21
1,0.55,0.92,0.17
1,0.32,0.22,0.62
1,-0.45,-0.08,0.75
1,-0.59,-0.08,-0.25
1,0.09,0.26,0.26
1,0,0.55,0.36
1,0.55,0.06,0.59
1,-0.18,-0.12,0.11
1,-0.05,0.5,0.38
1,-0.55,-0.08,-0.19
1,-0.74,-0.26,-0.71
1,-0.79,-0.18,0.84
1,-0.79,0.16,-0.42
1,1.08,0.52,-0.23
1,0.47,0.44,1.07
1,-0.37,-0.42,0.08
1,1.16,-1.42,-0.52
1,0.51,0.18,1.11
1,0.09,-0.83,-0.68
1,-0.82,0.51,-0.42
1,0.97,0.06,0.8
1,-0.27,-0.2,-0.79
1,-1.33,0.08,-0.33
1,0.23,0.79,0.13
1,-0.6,2.04,1.7
1,0.28,-0.08,0.1
1,-0.6,-0.34,-0.62
1,1.31,0.14,1.14
1,-0.23,-0.34,0.04
1,-0.42,0.78,0.76
1,0.05,-0.38,-0.98
1,0.51,-0.12,0.14
1,-0.18,0.3,-0.18
1,-0.74,0,-0.02
1,-0.47,-1.03,-0.23
1,-0.05,-0.33,-0.39
1,-1.88,-0.76,-0.41
1,1.82,0.31,0.6
1,-0.85,-0.51,-0.7
1,0.14,-0.17,0.04
1,0.62,0.39,0.25
1,0.61,-0.1,0.7
1,0.19,-0.23,-0.51
1,-0.37,-0.79,-0.68
1,-0.33,0.15,-0.1
1,-0.94,0.06,0.88
1,-1.81,-0.56,-1.07
1,-0.73,-0.27,-0.25
1,1.32,0,0.54
1,0.92,0.27,0.02
1,-0.62,-0.71,-0.27
1,1.06,1.41,1.88
1,-0.62,-0.19,0.16
1,0.43,0.52,0.37
1,0.29,-0.23,0.39
1,0.76,0.81,0.02
1,0.24,0.06,-0.32
1,0.05,0.19,0.06
1,-0.05,0.16,0.49
1,0.56,1.33,0.26
1,0.28,1.01,-0.06
1,-0.33,-0.04,0.14
1,0.65,-0.4,-0.04
1,-2.32,-2.07,-1.07
1,0.14,-0.33,-0.49
1,-0.57,-0.04,-0.35
1,-0.86,-0.76,-0.27
1,-0.77,0.17,0.7
1,0.92,1.39,0.53
1,0.24,0,-0.12
1,-0.38,0.57,-0.02
1,-0.67,0.06,0.37
1,-5.19,-3.21,-4.27
1,1.13,0.27,0.83
1,1.67,0.25,-0.36
1,1.74,1.19,1.23
1,0.88,0.72,1.36
1,1.65,0.82,1.3
1,0.48,0.35,0.57
1,-0.09,-0.12,-0.38
1,-0.67,-2.01,-0.81
1,1.72,1.14,0.9
1,-0.71,-0.51,-0.37
1,0.33,1.48,2.02
1,0.05,0,-0.02
1,0.38,0.67,0.52
1,-0.42,0.18,0.26
1,-0.94,0.5,0.28
1,0.33,0.18,0.2
1,0.24,-0.14,-0.04
1,0.57,-0.18,0.04
1,0.33,0.1,0.53
1,-0.7,-0.06,-0.51
1,0.24,0.06,0.41
1,-0.42,0.88,-0.04
1,-0.62,-0.06,0.14
1,0.19,-0.22,-0.12
1,0.48,-0.08,-0.1
1,-0.76,0.82,0.57
1,-0.91,-0.77,-0.49
1,-0.05,-1.27,-0.77
1,0.29,0.22,0.36
1,-1.06,1.09,0.22
1,0.87,0.76,0.53
1,1.01,0.77,-0.1
1,1.72,-0.33,0.12
1,-1.22,0.12,-0.04
1,0.57,0.35,0.2
1,-0.75,-0.06,0.23
1,-0.57,-0.08,-0.1
1,0.57,0.73,-0.04
1,-0.19,0.23,0
1,-1.9,-0.58,-0.06
1,0.24,0.53,0.08
1,-0.19,-0.47,0.2
1,-0.29,0.18,-0.39
1,-0.63,-0.39,-0.12
1,-2.15,0.02,-0.43
1,0.3,0.41,0.71
1,-0.5,-0.37,-0.14
1,1.71,-0.25,-0.06
1,0.39,0.2,-0.33
1,0.39,1.27,0.61
1,-0.44,0.37,-0.23
1,-0.84,-0.19,0.43
1,0.69,-0.02,-0.1
1,-0.89,-1.18,-0.29
1,-2.28,-2.52,-3.15
1,0.71,0.36,1.88
1,0.66,1.04,0.02
1,1.25,0.16,-0.16
1,0.64,0.67,0.12
1,1.03,0.88,0.63
1,0.39,-0.08,0.55
1,-0.78,-0.33,-0.61
1,0.44,0.68,-0.08
1,-0.44,-0.29,-0.1
1,0.29,0.7,0.73
1,-1.75,-1.08,-1.35
1,0.5,0.58,0.64
1,-0.49,-0.06,-0.28
1,-0.45,0.7,0.4
1,-1.54,-0.31,-0.18
1,0.25,0.15,0.24
1,-0.61,-1.39,0.06
1,0.05,-0.08,-0.85
1,-1.27,-0.88,-0.79
1,0.15,0.51,0.32
1,-0.36,0.16,-0.42
1,0.57,0.69,0.72
1,0.1,0.12,0.1
1,-0.51,0.1,0.38
1,-0.62,-0.49,-0.42
1,-1.04,0.76,0.28
1,-0.84,-0.16,0.3
1,0.37,-1.22,-0.53
1,2.15,0.45,-0.24
1,-1.75,0.06,-0.28
1,-1.15,-0.2,0.4
1,0.16,0.04,-0.16
1,-2.43,-1.31,-1.48
1,0.54,0.34,-0.3
1,-0.59,-0.36,-0.22
1,1.95,0.97,0.96
1,0.16,0.22,1.11
1,-3.35,-2.06,-3.85
1,3.74,1.98,5.89
1,-0.9,-1,0.14
1,-0.48,-0.79,0.18
1,-0.97,-0.36,-0.62
1,1.63,0.36,0.9
1,0,-0.06,-0.12
1,-1.28,-0.04,0.27
1,-1.78,-0.2,0.19
1,0.61,1.14,0.5
1,-1.26,0.38,0.31
1,-0.94,-0.51,-0.15
1,0.34,0.04,0.19
1,-0.89,0.3,0.17
1,0.62,0.04,-0.42
1,-0.39,0.49,0.27
1,0.06,0.08,-0.23
1,-1.85,-0.71,-0.66
1,-1.6,-0.12,-0.02
1,1.16,1.21,0.85
1,-0.57,0.27,0.42
1,0.81,1.7,1.13
1,1.95,0.06,0.51
1,1.52,-0.13,0.47
1,1,0.19,-0.28
1,0.22,0.1,0.64
1,1.04,-0.04,-0.32
1,0.32,0.25,0.21
1,-0.59,0.08,0.09
1,-0.71,0.23,0
1,-0.66,-0.13,0.22
1,-0.55,-0.06,-0.52
1,1.16,-0.13,-0.02
1,-0.33,0.19,0.58
1,0.27,0.15,-0.26
1,2.35,0.32,-0.07
1,0.64,0.06,-0.49
1,-0.32,0.34,-0.56
1,0.37,0.8,0.26
1,0.69,0.11,0.43
1,0.05,-0.39,0.56
1,0.16,0.43,0.04
1,0.16,0.24,0.49
1,-1.42,-0.13,-0.61
1,-0.05,1.8,0.02
1,-0.75,0.26,0.07
1,0.32,-0.26,0.11
1,-0.43,-0.55,0.09
1,-0.86,0.39,-0.11
1,0.81,-0.06,0.07
1,0.05,0.06,-0.02
1,-1.13,-0.15,-0.04
1,-0.76,-0.09,-0.3
1,-0.44,0.02,0.11
1,-0.17,0.37,0.65
1,0.55,0.81,1
1,-0.05,-0.55,-1.32
1,1.59,0.29,0.26
1,-1.3,-0.38,-0.48
1,0.05,0.07,0.35
1,0.44,0.24,0.84
1,-0.33,-0.09,-0.22
1,0.05,-0.48,0.09
1,0,0.15,0.07
1,0.11,0.18,0.59
1,0.22,0.06,0.5
1,-0.11,-0.28,0.42
1,0.87,0.31,0.53
1,0.22,-0.06,0.43
1,0.32,0,-0.14
1,0.21,0.33,0.43
1,0.27,0.91,-0.07
1,0.11,0.2,0.41
1,-0.64,0.04,-0.05
1,-0.27,-0.76,-0.04
1,-0.43,-0.46,0.27
1,-0.05,0.18,-0.02
1,-0.27,0.93,1.14
1,-1.36,-0.96,-0.72
1,0.55,0.11,-0.09
1,0.33,0.6,0.11
1,-0.27,0.18,-0.43
1,-0.66,-0.2,0.05
1,1.76,0.07,0.37
1,-0.27,1.12,-0.09
1,-0.38,0.91,0.07
1,-1.2,0.12,-0.09
1,0.77,0.73,0.75
1,-0.38,0.44,-0.39
1,-0.6,-0.12,-0.27
1,0.55,0.97,-0.12
1,-0.16,-0.33,-1.67
1,-0.11,0.16,0.83
1,0.22,-0.16,0.02
1,0.33,-0.63,-1.35
1,0.66,0.23,1.07
1,0.22,0.33,0.58
1,-0.05,-0.09,-0.09
1,1.03,-0.19,-0.16
1,1.83,0.25,0.56
1,0,-0.21,-0.45
1,0.21,-0.18,0.09
1,0.53,-0.39,-0.34
1,0.21,-0.18,0.18
1,-2.25,-0.58,0.29
1,0.91,-0.41,-0.21
1,0,0.05,-0.36
1,0.27,0.94,-0.04
1,-0.58,-0.44,-0.04
1,1.6,0.21,-0.67
1,0.58,-0.05,0.83
1,0.36,-0.44,-0.49
1,0.05,0.43,-0.02
1,-0.05,0.83,0.96
1,-1.25,0.53,0.7
1,0.79,1.01,0.11
1,0.1,0.6,0.44
1,-0.42,0.19,-0.37
1,-0.21,0.21,0.39
1,0.05,0.78,0.04
1,1.58,1,-0.04
1,1.92,2.61,0.46
1,-0.15,-1.08,-0.6
1,0.77,1.25,0.39
1,-1.06,-0.43,-0.48
1,0.41,0.23,0.48
1,-0.87,0.13,0.35
1,0.1,-0.05,-0.7
1,-0.57,-0.2,-0.97
1,1.03,-0.2,0.16
1,-0.2,0.8,0.87
1,0.1,0.3,0.21
1,0.92,0.1,0.02
1,-0.15,1.17,0.85
1,0.1,0.62,0.05
1,-0.71,-0.1,0.14
1,0.61,-0.68,-0.19
1,0.76,0.02,-0.23
1,0.66,-0.28,0.28
1,0.9,1.23,0.93
1,0.94,-0.15,0.1
1,0.74,-0.6,-0.24
1,1.03,0.51,0.16
1,0.29,0.75,-0.21
1,-2.07,-0.97,-0.24
1,1.08,0.55,0.4
1,0.24,-0.02,0.29
1,0,-0.4,-0.24
1,0.05,0.03,-0.07
1,1.26,0.54,0.07
1,-0.29,0.31,0.73
1,-1.06,-0.63,-0.55
1,0,0.66,-0.16
1,0.73,0.24,0.16
1,0.1,0.55,-0.09
1,0.72,0.03,-0.02
1,-1.34,-0.32,-0.52
1,0.68,0.69,0.87
1,0,-0.3,-0.81
1,-0.87,0.22,0.23
1,-0.83,-0.62,-0.02
1,0.59,0.38,-0.19
1,0.59,0.02,0.12
1,0.05,-0.4,-0.71
1,-0.58,0.34,0.89
1,-0.78,0.56,-0.17
1,-1.28,-0.02,-0.16
1,0.5,1.08,0.75
1,0.05,0.14,0.09
1,1.48,0.42,0.52
1,0.15,-0.03,-0.05
1,1.12,0.13,0.21
1,1.3,0.52,0.43
1,-0.67,0.42,-0.03
1,0.14,-0.03,-0.19
1,-1.19,-0.5,0.05
1,0.44,-0.23,0.46
1,0.05,0.33,0.17
1,-1.74,-1.95,-0.49
1,-0.59,0,0.15
1,-0.2,0.89,0.17
1,0.74,0.27,-0.14
1,-2.65,-1.78,0.05
1,-0.35,0.53,0.03
1,1.82,0.06,0.02
1,0.4,-0.16,0
1,-1.24,-1.26,-0.22
1,0.05,-0.47,-0.09
1,-2.1,-1.83,-1.23
1,0.51,0.89,0.33
1,1.63,0.61,0.71
1,1.2,0.57,0.05
1,-0.05,-0.1,-1.13
1,-0.5,-0.11,-0.62
1,0.9,0.34,0.33
1,-0.35,0.06,0.92
1,0.64,0.47,-0.36
1,0.39,0.06,-0.16
1,0.73,-0.58,-0.09
1,0.1,-0.26,-0.03
1,-0.19,0.37,0.66
1,0.83,-0.61,0.4
1,0.92,0,0.31
1,-1.63,-1.12,0.32
1,0,-0.1,-0.27
1,0.92,-0.21,-0.46
1,0.67,1.25,0.1
1,-0.34,0.07,0.03
1,0.91,0.91,0.46
1,0,0.08,0.51
1,0.05,0.05,0.34
1,1.28,0.39,0.02
1,1.6,0.56,-0.12
1,1.25,1.61,0.47
1,0.05,-0.05,0.03
1,-0.27,-0.06,-0.1
1,-1.14,0.08,0.07
1,-1.16,-0.64,-0.2
1,0.42,-0.09,-0.02
1,0.33,-0.51,-0.08
1,0.65,-0.21,0.07
1,-0.32,0.11,0.46
1,-0.05,0.78,0.07
1,1.02,1.81,1.51
1,1.06,1.05,0.1
1,0.54,0.64,0.08
1,0.86,-0.12,-0.03
1,0.67,0.09,0.02
1,2.98,0.21,0.28
1,-0.04,-0.06,-0.02
1,-0.82,-0.4,-0.08
1,1.13,0.53,0.31
1,0.47,0.3,0.46
1,2.57,-0.18,-0.52
1,0.08,0.08,0.12
1,-1.92,-0.68,-0.21
1,2.04,0.69,0.02
1,-0.25,0.3,0.39
1,0.92,1,0
1,-0.17,1.65,0.31
1,0.08,-0.35,-0.44
1,1.62,0.22,0.31
1,0.53,-0.4,0.07
1,-0.9,-0.1,0.77
1,1.77,0.3,-0.39
1,-0.2,-0.28,0.18
1,1.66,-0.27,-0.21
1,4.17,-0.52,-0.24
1,3.7,-0.07,-0.11
1,2.8,-0.61,-0.08
1,1.83,0.65,0
1,-1.48,-0.03,0.26
1,2.14,-0.43,-0.34
1,0.56,0.23,0.46
1,-2.81,0.61,0.65
1,3.36,-0.18,-0.28
1,-2.08,0.21,-0.02
1,-0.39,-1.7,0.29
1,-3.87,0.27,-0.16
1,1.4,-0.05,1.18
1,-1.46,-1.63,-0.05
1,3.14,-0.03,0.71
1,-1.25,1.06,0.64
1,-2.21,0.27,-0.6
1,-1.22,-1.43,-0.68
1,-2.14,-0.32,0.4
1,-1.04,0.31,0.1
1,3.68,0.12,0.61
1,-0.97,-0.34,0.33
1,1.32,0.79,-0.08
1,-1.45,0.11,0.16
1,0.76,-0.17,-0.39
1,-1.13,0.12,1.11
1,-0.08,0.03,0.22
1,-1.52,-0.28,-0.14
1,-1.97,-1.95,-0.31
1,4.56,0.48,0.31
1,0.64,-0.4,-0.16
1,5.57,1.17,0.06
1,0.81,1.25,-0.05
1,1.65,0.44,-0.33
1,1.59,0.43,0.71
1,-2.75,-0.79,0.66
1,3.85,1.36,0.45
1,2.76,0.68,0.65
1,-0.52,-0.4,0.05
1,0,-0.64,0.2
1,3.56,-0.51,0.09
1,5.28,0.18,0.58
1,2.87,0.23,0.7
1,1.03,0.79,0.29
1,-2.99,-0.24,-0.47
1,1.41,0.08,0.68
1,-4.02,0.08,-0.3
1,-1.23,-1.02,0.51
1,3.27,1.35,1.14
1,-0.24,0.16,-0.04
1,-0.09,0.78,0.03
1,1.57,0.4,0.16
1,2.09,0.68,0.96
1,-0.64,-1.25,-1.12
1,-1.32,0.07,-0.46
1,-2,0.03,0.25
1,-0.24,-1.93,-0.55
1,-5.58,-1.06,-2.47
1,1.29,-1.42,-6.04
1,-4.85,-2.53,3.21
1,5.26,0.84,0.14
1,-3.28,-2.65,-2.57
1,-0.46,1.12,1.2
1,-2.48,0.77,0.48
1,3.25,1.3,0.76
1,4.24,0.52,2.88
1,-2.39,-1.16,-0.63
1,1.94,0.52,-0.57
1,-0.76,-0.66,-0.79
1,0.61,1.57,1.27
1,0.41,0.17,0.99
1,-0.22,-0.31,0.89
1,-2.06,-1.14,-1.25
1,0.55,-1.4,-2.38
1,-1.48,-1.31,-0.14
1,2.09,2.01,1.78
1,-2.72,0.13,-1.21
1,2,1.02,1.33
1,1.06,1.15,0.56
1,2.71,0.89,2.1
1,-0.12,0.46,-0.5
1,0.03,-0.08,-0.71
1,0.25,0.35,-0.4
1,0.34,-0.18,-0.14
1,-1.76,-0.72,-0.28
1,1.89,0.48,-0.74
1,-0.86,0.02,-0.11
1,-2.02,0.38,-0.08
1,-6,-3.33,-3.57
1,4.12,0.87,-0.19
1,-0.19,0.42,1.97
1,-1.07,-1.23,-2.11
1,2.86,0.82,-0.19
1,-0.1,0.25,1.26
1,-0.99,-0.23,-0.27
1,1.03,-0.2,-2.04
1,-0.86,-1.54,0.88
1,0.71,1.39,1.93
1,-0.06,-0.49,-0.69
1,1.19,0.7,-0.45
1,-0.13,0.09,1.13
1,0.19,-0.31,-0.59
1,-1.3,-0.02,0.21
1,1.15,0.66,0.75
1,0.22,0.08,0.11
1,-0.03,-0.14,1.06
1,-0.92,1.11,0.53
1,-1.63,0.56,0.02
1,0.23,-0.66,-0.66
1,-1.88,-0.06,-0.6
1,-1.29,-0.56,-0.13
1,-0.03,-0.64,-1.54
1,1.34,1.26,0.42
1,1.32,0.91,1.07
1,-1.83,0.65,0.24
1,-1,-0.71,-0.9
1,-0.87,-0.34,-0.89
1,-2.61,-0.8,-0.03
1,-4.25,-0.46,1.5
1,4.11,-0.33,0.14
1,-0.31,0.68,1.12
1,1.4,0.62,0.5
1,-2.56,-0.2,0.92
1,1.49,-0.91,-0.65
1,-0.38,0.32,-0.47
1,1.02,-0.36,0.41
1,1.74,0.32,0.03
1,-0.27,0.16,0.25
1,-0.21,0.68,-0.2
1,1.41,-0.31,0.17
1,0.91,0.16,0.26
1,0.34,0.42,-0.15
1,-2.14,-0.92,-0.51
1,1.57,-2.13,-0.59
1,0.4,0.4,0.78
1,0.4,0.61,-0.31
1,-1.43,0.53,1.01
1,-0.1,0.22,0.2
1,1.56,0.87,1.19
1,-1.5,-0.97,-0.46
1,-0.1,0.87,0.54
1,0.41,-0.13,0.23
1,-1.62,-1.83,-0.46
1,0.82,-0.5,0.37
1,-3.03,-1.19,-0.46
1,-3.09,-1.29,-0.88
1,3.84,0.71,0.91
1,-2.54,-0.85,0.15
1,1.39,0.76,-0.64
1,0.81,-0.05,-0.46
1,-0.45,-0.12,-0.72
1,-0.7,-0.36,-0.19
1,-2.27,-0.89,-0.45
1,1.77,0.22,0.64
1,-4.06,-2.23,-0.73
1,1.48,0.14,0.83
1,0.33,-0.29,-0.46
1,0.26,-0.24,-0.02
1,2.47,0.72,0.98
1,0.07,0.75,1.1
1,-0.21,0.13,0.59
1,-2.52,-0.57,-0.53
1,1.93,0.3,0.37
1,1.07,0.99,0.79
1,-0.42,-0.3,-0.05
1,-1.38,-0.12,-0.39
1,-1.01,-0.23,0.68
1,-1.64,-0.27,0.02
1,-0.92,0.49,-0.39
1,-5.41,-0.8,-0.08
1,0.28,0.3,0.66
1,-2.48,-0.19,-0.05
1,2.87,0.68,0.69
1,0.43,0.3,0.28
1,-1.49,-0.23,-1.38
1,1.67,0.13,0.09
1,2.97,0.35,0.5
1,-2.01,-1.79,-0.57
1,1.24,0.78,0.89
1,-1.61,-0.15,0.45
1,1.09,0.68,0.42
1,-0.35,0.02,0.16
1,1.27,-0.05,0
1,-0.61,-1.09,-0.53
1,-3.84,-1.33,-0.45
1,0.96,0.45,0.21
1,0,-0.98,-0.21
1,1.98,0.03,0.54
1,-0.66,0.09,0.31
1,3.28,1.09,0.19
1,-0.83,0.36,-0.27
1,0.95,0.41,0.36
1,1.58,0.39,0
1,1,0.51,0.75
1,-1.03,0.07,0.54
1,0.93,0.29,0.1
1,0.07,0.05,0.35
1,2.28,0.4,-0.35
1,0.04,-0.58,0.06
1,1.55,0.44,0.2
1,-1.49,-1.29,-0.6
1,-0.9,-0.15,-0.39
1,0.29,-0.56,-0.03
1,-0.18,0.22,0
1,0.87,-0.32,0.18
1,1.4,-0.1,0.23
1,0.46,0.14,-0.19
1,1.27,1.59,0.73
1,-0.38,-0.79,-0.26
1,0.59,0.44,-0.34
1,-0.24,0.08,0.58
1,-1.01,0.94,0.03
1,0.67,0.4,0.87
1,0.87,0.76,-0.99
1,-1.28,-0.63,0.16
1,-0.35,-0.02,0.7
1,-4.08,-1.21,-0.35
1,-0.4,-1.55,-0.36
1,-2.06,-0.15,-0.04
1,-1.24,-0.5,-0.64
1,-1.41,-0.65,-0.31
1,-4.33,-4.13,-4.31
1,3.96,0.97,0.6
1,-2.99,-0.55,-0.91
1,2,-0.27,0.14
1,1.02,1.3,2.24
1,-1.87,-0.89,-0.66
1,2.02,0.39,-0.57
1,0.93,0.2,-0.35
1,-3.62,-2.32,-1.76
1,-2.79,-0.51,0.44
1,-1.15,-1.6,-2.27
1,-3.2,-1.59,-0.05
1,-2.79,-0.81,-0.41
1,1.95,0.69,-0.22
1,-1.78,0.46,1.42
1,0.31,-0.42,0.55
1,5.68,3.79,1.86
1,0.33,-1.1,-1.52
1,-0.46,0.7,0.78
1,-1.34,-0.52,0.76
1,1.06,0.85,1.81
1,-1.84,-0.61,-0.23
1,-3.41,0.26,-0.47
1,0.22,-0.75,-1.85
1,0.09,-0.26,-0.48
1,2.68,1,-0.75
1,1.41,-0.07,0.64
1,2.54,0.35,0.22
1,-2.51,-0.99,-1.51
1,1.14,-0.48,-1.45
1,-0.17,-0.11,0.14
1,-1.51,-0.63,-0.61
1,2.42,1.35,0.26
1,0.54,0.78,0.72
1,-0.21,0.61,1.03
1,-1.45,0.18,1.53
1,0.46,-0.93,0.31
1,3.26,1.75,2.37
1,-0.93,-1.12,-1.25
1,-1.27,-0.6,-2.4
1,-3.48,-1.49,-1.41
1,1.63,0.34,0.7
1,-2.11,-0.93,-2.45
1,-1.68,-0.24,0.58
1,3.11,1.3,0.97
1,0.04,0.52,0.16
1,-3.02,-1.59,-1.43
1,-0.13,0.28,-0.53
1,-0.39,-0.36,-2.22
1,2.55,0.66,-0.13
1,-0.52,-0.88,-1.01
1,1.29,-0.09,-1.81
1,-0.38,0.04,-2.19
1,0.98,-1.3,-3.55
1,-0.21,1.24,5.04
1,0.51,0.42,1.23
1,-2.49,-1.17,-0.24
1,-2.3,-0.97,-0.8
1,1.86,0.77,0.1
1,0.74,1.43,2.87
1,-1.21,-0.66,0.65
1,1.66,2.06,1.05
1,0.65,-0.04,-0.46
1,-0.21,0.61,0.88
1,-1.5,-0.87,-0.77
1,1.43,2.01,1.04
1,-0.34,0.44,0.54
1,-1.68,0.22,-0.29
1,1.92,0.76,1.45
1,-0.69,0.05,0.87
1,0,-0.5,-0.57
1,-0.43,0.58,-0.54
1,1.87,0.83,-0.02
1,0.98,1.82,0.52
1,0.55,-0.05,0.14
1,-0.34,0.47,-0.56
1,1.14,1.22,0.06
1,0.67,-0.1,1.64
1,0,-0.1,0.71
1,2.03,0,0.8
1,-0.24,-1.41,-1.28
1,1.1,0.17,0.57
1,-0.93,0.54,0.69
1,1.5,0.5,1.23
1,0.16,0.97,0.03
1,-0.6,-1.32,-0.86
1,0.96,0.73,1.63
1,0.64,-0.46,-0.05
1,0.36,1.16,0.09
1,-0.55,0,0.47
1,-0.36,0.05,-0.62
1,1.19,0.21,0.9
1,-0.43,-0.38,-0.52
1,0.75,0.33,0.12
1,-1.84,-1.69,-0.11
1,2.75,-0.49,1.1
1,-0.27,-0.7,-0.77
1,-1.01,-0.28,-0.33
1,-1.97,-0.3,-0.7
1,0.08,-1.36,-0.94
1,0.92,0.07,0.33
1,2.66,1.02,1.36
1,-0.15,-0.73,0.11
1,-0.97,0.27,0.84
1,-1.33,1.16,0.06
1,0.36,0.09,0.56
1,-1.3,-0.11,0.18
1,0.12,0.12,-0.03
1,-1.32,0.69,-0.37
1,0.04,0.23,1.07
1,-2.35,-1.93,-2.17
1,1.29,0.07,0.53
1,-1.68,-0.02,0.74
1,-1.17,-0.55,-1.01
1,2.36,0.59,0.83
1,0.37,1.33,1.04
1,-0.08,0.39,0.45
1,1.85,1.47,0.5
1,-0.24,0.1,-0.25
1,-0.65,0.19,0.46
1,-0.37,-0.24,0.16
1,0.57,0.17,0.1
1,0.45,0.51,-0.25
1,0.69,-0.22,0.26
1,-0.24,0.24,0
1,-0.04,0.41,0.57
1,0.12,0.39,0.12
1,-0.16,-0.07,0.01
1,-2.01,-1.59,-0.74
1,1.23,0.02,0.68
1,0.28,0.02,-0.32
1,-0.2,0.17,0.32
1,-0.45,-1.08,0.74
1,-1.02,-0.16,-0.03
1,-1.28,-0.59,-0.33
1,1.72,2.01,0.7
1,0.25,-0.63,-0.12
1,0.12,0.44,-0.43
1,0.08,-0.89,-0.16
1,-1.4,-0.79,0.25
1,-1.46,-0.46,-1.3
1,-2.7,-2.93,-0.65
1,0,0.18,-0.09
1,-2.82,-1.17,-0.41
1,0.31,-0.19,-1.35
1,2.72,0.47,1.04
1,-1.87,-1.41,-0.06
1,-0.93,-0.66,0.73
1,-2.05,0.26,0.04
1,0.5,0.49,-0.49
1,0.18,0.23,0.27
1,-1.99,-0.13,-0.7
1,-0.97,-0.73,-0.43
1,0.19,0.08,0.13
1,2.19,0.15,0.07
1,-2.32,-1.36,-1.68
1,0,0.92,-0.09
1,1.45,-0.17,-0.67
1,0.41,1.65,-0.95
1,0.14,-0.19,0.37
1,0.55,0.11,2.1
